EducationNo,Age,Hoursperweek,Sex,CapitalGain,CapitalLoss
-0.03140375894601849,-1.3586839397037291,-2.0694146046352446,0.7035961601487455,-0.14419780664202134,3.7955646039559783
-0.4201894590533764,0.1864862841401432,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.03140375894601849,1.7316565079840154,-0.03707293663943244,0.7035961601487455,0.8634896690886805,-0.21508317502878085
-0.4201894590533764,-1.4322634741724851,-1.6629462710360818,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.4201894590533764,-0.8436271984224383,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.03140375894601849,-0.5493090605474149,-0.03707293663943244,-1.4212698372157981,-0.14419780664202134,-0.21508317502878085
1.1349533413760549,0.8487020943589456,0.7758637305588924,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
2.3013104416981287,-0.18141138820363592,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
0.3573819411613394,-0.03425231926612428,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
1.1349533413760549,-0.9907862673599499,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.03140375894601849,-1.1379453362974616,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
0.3573819411613394,-0.3285704571411476,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
1.1349533413760549,1.0694406977652129,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.8089751591607343,-1.2115248707662174,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.03140375894601849,-0.9907862673599499,0.7758637305588924,-1.4212698372157981,-0.14419780664202134,-0.21508317502878085
1.5237390414834129,1.1430202322339689,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.03140375894601849,-1.1379453362974616,-0.4435412702385949,-1.4212698372157981,-0.14419780664202134,-0.21508317502878085
-0.4201894590533764,-0.3285704571411476,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-1.9753322594828082,-0.1078318537348801,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
0.3573819411613394,-0.03425231926612428,0.7758637305588924,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.03140375894601849,-0.4757295260786592,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.4201894590533764,0.1864862841401432,0.04422073008040005,0.7035961601487455,0.1559820470492017,-0.21508317502878085
-0.03140375894601849,-1.064365801828706,-1.6629462710360818,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.8089751591607343,1.2165997667027246,-0.03707293663943244,-1.4212698372157981,-0.14419780664202134,-0.21508317502878085
-0.4201894590533764,-0.5493090605474149,0.36939539695973,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
0.7461676412686973,0.1864862841401432,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
-0.03140375894601849,-1.064365801828706,-0.03707293663943244,0.7035961601487455,-0.14419780664202134,-0.21508317502878085
